tenant_slug,product_name,description,price_cpm,delivery_type,formats_json,targeting_json
netflix,Netflix Family Favorites Package 88,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,76,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 89,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,76,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 90,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",49,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Jason Momoa Package 91,Premium content meets star power with our Jason Momoa spotlight package. Reach fans and enthusiasts worldwide who admire Jason Momoa while aligning your brand with exclusive cinematic appeal.,76,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 92,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",50,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 93,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,62,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 94,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,72,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""France"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 95,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",79,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""Singapore"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Will Smith Package 96,Premium content meets star power with our Will Smith spotlight package. Reach fans and enthusiasts worldwide who admire Will Smith while aligning your brand with exclusive cinematic appeal.,47,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 97,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",61,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 98,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,46,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 99,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,53,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 100,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",59,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""Australia"", ""USA""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Dwayne Johnson Package 101,Premium content meets star power with our Dwayne Johnson spotlight package. Reach fans and enthusiasts worldwide who admire Dwayne Johnson while aligning your brand with exclusive cinematic appeal.,48,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 102,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",54,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 103,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,66,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 104,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,42,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""UK"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 105,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",44,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Emma Stone Package 106,Premium content meets star power with our Emma Stone spotlight package. Reach fans and enthusiasts worldwide who admire Emma Stone while aligning your brand with exclusive cinematic appeal.,63,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""Germany"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Ozark Package 107,"An exclusive package around the hit series Ozark delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of Ozark, and place your brand in a premium environment they trust.",70,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK"", ""Australia""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Family Favorites Package 108,Curate your message alongside our Family Favorites selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,40,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Kids Entertainment Collection Package 109,Our Kids Entertainment Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,42,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Germany"", ""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Sports Fans Audience Pack Package 110,"Target your campaign with our Sports Fans Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",76,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Germany"", ""Australia"", ""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Jason Momoa Package 111,Premium content meets star power with our Jason Momoa spotlight package. Reach fans and enthusiasts worldwide who admire Jason Momoa while aligning your brand with exclusive cinematic appeal.,38,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix The Crown Package 112,"An exclusive package around the hit series The Crown delivers cinematic storytelling and immersive engagement. Connect with devoted audiences who can't get enough of The Crown, and place your brand in a premium environment they trust.",37,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix Fantasy Epics Package 113,Curate your message alongside our Fantasy Epics selection for a premium viewing experience. Reach genre lovers looking for compelling narratives and hook them with the cinematic feel only Netflix provides.,73,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""Australia"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix International Hits Collection Package 114,Our International Hits Collection offers advertisers a curated slate of exclusive titles designed for binge worthy sessions. Engage audiences seeking distinguished selections and showcase your brand within a cinematic premium collection.,70,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""USA"", ""Germany""], ""device_type_any_of"": [""CTV""]}"
netflix,Netflix High Income Audience Pack Package 115,"Target your campaign with our High Income Audience Pack designed to capture a specific segment of the Netflix audience. This premium pack reaches viewers who align perfectly with your brand, ensuring your message lands with impact.",37,guaranteed,"[""video"", ""ctv""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""CTV""]}"
